Identifier	Character	Dialogue	Filename	Line Number	Ren'Py Script
Chapter11_aeb3805c	aki_Death	西西弗斯？那个推石头的吗？\n有人曾和我说过，应当想象西西弗斯是幸福的，他不止是在推石头上山顶，而是在一次又一次地攀登顶峰，而攀登山顶的拼搏本身就足以充实一颗人心。	game/rpy/chapter/Chapter11.rpy	324	aki_Death "[what]"
Chapter11_5d8cd5c2	aki_Death	真是好笑，用虚无填满的人心，不仍然是虚无吗？	game/rpy/chapter/Chapter11.rpy	325	aki_Death "[what]"
Chapter11_84cfa351	mir	你这家伙，长得像Aki，声音也像Aki，唯独性格，比Aki差多了。	game/rpy/chapter/Chapter11.rpy	326	mir "[what]"
Chapter11_aaf50532	aki_Death	（惆怅特写）脸长的一样，声音也像，这不就够了吗？性格再相似的话，我是不是就能成为Aki了，不去改变自己的性格，靠你欺骗自己，我也能成为Aki不是吗？	game/rpy/chapter/Chapter11.rpy	327	aki_Death "[what]"
Chapter11_d14fba92	aki_Death	到那时，对AKi的爱是否能分我一些呢？爱我是不是就等同于爱AKi呢？	game/rpy/chapter/Chapter11.rpy	328	aki_Death "[what]"
Chapter11_a44d73e0	aki_Death	人生真是一部烂片，最烂最烂的片子	game/rpy/chapter/Chapter11.rpy	330	aki_Death "[what]"
Chapter11_42d5198f	aki_Death	Chapter11,over	game/rpy/chapter/Chapter11.rpy	337	aki_Death "[what]"
Chapter3_764d111b	mir	你好。	game/rpy/chapter/Chapter3.rpy	14	mir "[what]"
Chapter3_5114b251	aki	你好。	game/rpy/chapter/Chapter3.rpy	19	aki "[what]"
demo_45b70382	mir	真是疲惫...但一口气玩了好多！把小时候没玩的内容全部补上了。	game/rpy/chapter/demo.rpy	13	mir "[what]"
demo_7dcede35	aki	让你慢一点了....少玩几个项目下次来再玩也行的。呼....累死了。	game/rpy/chapter/demo.rpy	18	aki "[what]"
demo_0adfbb35	mir	下次再来就不知道是什么时候了，一次玩完才够尽兴嘛！快看看还有哪些剩下的内容可以玩。	game/rpy/chapter/demo.rpy	21	mir "[what]"
demo_a942aa3e	aki	还剩一个...那个大摩天轮。	game/rpy/chapter/demo.rpy	24	aki "[what]"
demo_f049bd4d	mir	不是很想去又有点想去...	game/rpy/chapter/demo.rpy	27	mir "[what]"
demo_98c32dbe	mir	好像只有它要额外收费诶？！	game/rpy/chapter/demo.rpy	29	mir "[what]"
demo_b57f57c2	aki	这是什么说辞，不想去的话我们可以吃饭去了。下班，好耶！	game/rpy/chapter/demo.rpy	31	aki "[what]"
demo_5fffdceb	mir	不行！你得陪我去，走吧走吧，钱我来出，算我请的了。	game/rpy/chapter/demo.rpy	34	mir "[what]"
demo_1db42d8f	aki	能不能请晚饭而不是请摩天轮，算坐摩天轮的精神损失费。	game/rpy/chapter/demo.rpy	36	aki "[what]"
demo_f480071e	mir	你坐摩天轮也会精神损失吗？可以请晚饭，但是那就得回家吃我做的了。	game/rpy/chapter/demo.rpy	37	mir "[what]"
demo_0d27dee2	aki	(无语) 唉，生命体征维持餐。	game/rpy/chapter/demo.rpy	38	aki "[what]"
demo_e5d44327	mir	(生气)不想吃别吃！走了走了！去摩天轮。	game/rpy/chapter/demo.rpy	39	mir "[what]"
demo_0a0d22f0	aki	走慢一点...	game/rpy/chapter/demo.rpy	40	aki "[what]"
demo_b61d1365	mir	(埋怨)明明游乐园门票已经花了600元，摩天轮还要额外收60元，坐地起价，能不能打电话举报。	game/rpy/chapter/demo.rpy	52	mir "[what]"
demo_de59ec83	aki	可以的，那你就得等到相关人员来到这里，调查取证等回馈...等忙完这些取回你的60元就一个多月过去了，说不定还取不回呢。\n既然坐上来了，抱怨的话之后再说吧，好好看风景啦。	game/rpy/chapter/demo.rpy	53	aki "[what]"
demo_18650aa1	mir	没有一点办法....当是做慈善了。\n话说回来，Aki上次坐摩天轮是什么时候呢？	game/rpy/chapter/demo.rpy	54	mir "[what]"
demo_4b6d8e44	aki	记不清了...还是小孩子的时候吧，被家里人拉着说“小孩子一定很喜欢这个”，就坐了上来，然后在空中摇摇晃晃地，不知不觉就落地了。	game/rpy/chapter/demo.rpy	55	aki "[what]"
demo_0b252ab8	mir	虽然我也很喜欢坠落的感觉，但总不至于上摩天轮找吧？\n是那种，轻松暧昧的感觉。在摩天轮升起的时候，就只有我们两个人，然后四目相对，直至最高处。\n在那种瞬间，找到世界只属于我们两个人的感觉。	game/rpy/chapter/demo.rpy	59	mir "[what]"
demo_f25238f6	aki	那看来得和喜欢的人搭才能找到。这么说来，我倒是想自己搭一次摩天轮试试了。\n如果两个人来的感觉是世界只属于俩人，那么自己来的感觉，会不会是自己一个人逃离了这个世界呢？	game/rpy/chapter/demo.rpy	60	aki "[what]"
demo_a9a14b4a	mir	还在提！刚刚变好的氛围一下被你破坏了！应该由你来出这个钱！等你的钱包也破产了就不会幸灾乐祸了！	game/rpy/chapter/demo.rpy	63	mir "[what]"
demo_9bbab385	aki	我的钱包早就到了打开见不到钱的地步了，没有破产的机会哦。	game/rpy/chapter/demo.rpy	64	aki "[what]"
demo_c8ed373b	mir	移动支付先行者，小心哪天你卡里的钱取不出来了！钱还是握在自己手里有安全感...	game/rpy/chapter/demo.rpy	65	mir "[what]"
demo_b6a4f863	aki	不否认如此，但是你刚才付钱的时候安全感就破裂了哦，还是用数字货币来掩埋一下花钱的心疼感吧	game/rpy/chapter/demo.rpy	66	aki "[what]"
demo_80e5ea8c	mir	在那之前，先抓住面前的景色吧，马上就到最高点了，有什么想说的吗？	game/rpy/chapter/demo.rpy	68	mir "[what]"
demo_f2e01edb	aki	没有，我已经过了那种喊“哇哇哇，好厉害！”的年纪了。	game/rpy/chapter/demo.rpy	70	aki "[what]"
demo_ccee24be	mir	一点都不可爱（埋怨语气），或者是许个愿也好，这种环境多适合许愿，比如“世界统统毁灭！”	game/rpy/chapter/demo.rpy	72	mir "[what]"
demo_b81b949e	aki	那不是一样吗，不过真说许愿的话，想替你许个“忧郁协会顺利发展，能够帮助到更多人”的愿望吧。	game/rpy/chapter/demo.rpy	74	aki "[what]"
demo_ea9b771f	mir	谢谢你，那样的话我就能许“能有一次机会和喜欢的人再来这里许愿”的愿望了。	game/rpy/chapter/demo.rpy	76	mir "[what]"
demo_92065ca3	aki	还真是不客气。套娃，这种愿望会不灵的，不过你竟然没有和哪个前男友来过这种地方吗？	game/rpy/chapter/demo.rpy	78	aki "[what]"
demo_1fe1c7d7	mir	没有谈过前男友哦，有很喜欢的前女友，想和她一起来的，可惜想到的太晚，散的太早吧。\n也许带现在这个女友过来可以弥补一下之前的遗憾。	game/rpy/chapter/demo.rpy	80	mir "[what]"
demo_c525a121	aki	摩天轮的顶端不应该讲这么爆炸的内容吧？！	game/rpy/chapter/demo.rpy	86	aki "[what]"
demo_26c79d08	mir	(流汗表情) 对不起，是应该早点告诉你的...不过摩天轮上说这些其实正合适，这样你就不会太怪我了。	game/rpy/chapter/demo.rpy	95	mir "[what]"
demo_a2c1a875	aki	(黑脸)这和在哪告诉我没有关系，这和你女友会不会上门找我麻烦有关系，我已经想从摩天轮上逃掉了，打破窗户就是现在。	game/rpy/chapter/demo.rpy	98	aki "[what]"
demo_5a366366	mir	(流汗表情)之后给你介绍一下吧...我和你说过“大多数人会让我感到痛苦不安”这件事，唯独她能一直让我感到心安，我总想和她多呆一会。	game/rpy/chapter/demo.rpy	101	mir "[what]"
demo_aac6b45d	aki	(内心独白) 甜蜜的陷阱吗....	game/rpy/chapter/demo.rpy	104	aki "[what]"
demo_0a580200	aki	来单子了...	game/rpy/chapter/demo.rpy	110	aki "[what]"
demo_ca654c14	mir	不是单子，是“让世界变得更好”的方式。	game/rpy/chapter/demo.rpy	112	mir "[what]"
demo_77c92628	aki	今天晚饭是不是泡汤了，只能回家吃你做的糠咽菜了是吧。	game/rpy/chapter/demo.rpy	118	aki "[what]"
demo_215c4a11	mir	那下次我请你吃顿大餐，今天帮我把这个救下来吧。	game/rpy/chapter/demo.rpy	120	mir "[what]"
demo_7413a062	aki	当然。	game/rpy/chapter/demo.rpy	122	aki "[what]"
demo_060d328b	"aki/mir"	(不出现立绘) 忧郁互助小队，出发！	game/rpy/chapter/demo.rpy	128	"aki/mir" "[what]"
demo_3b36e2db	aki	(无语表情，出现立绘) 太土了也...根本不适合我。	game/rpy/chapter/demo.rpy	130	aki "[what]"
Sample_45b70382	mir	真是疲惫...但一口气玩了好多！把小时候没玩的内容全部补上了。	game/rpy/sample.rpy	13	mir "[what]"
Sample_8e4c0fa4	sp	表情的话看一下character文件的命名	game/rpy/sample.rpy	21	sp "[what]"
Sample_98defcec	sp	直接show就可以切了	game/rpy/sample.rpy	24	sp "[what]"
Sample_91f5c275	sp	还能直接减号移除	game/rpy/sample.rpy	27	sp "[what]"
Sample_bb7fc4e9	aki	这个可以讲话讲一半夹东西	game/rpy/sample.rpy	31	aki "[what]"
Sample_f2bbcc1f	extend	但是要点一下	game/rpy/sample.rpy	33	extend "[what]"
Sample_82da893c	aki	如果在结尾这样写就不用点一下了\n{nw}	game/rpy/sample.rpy	36	aki "[what]"
Sample_7d0f4e26	extend	默认是立刻切\n{nw=2}	game/rpy/sample.rpy	38	extend "[what]"
Sample_f85c17fa	extend	里面写个=2可以决定停2秒\n	game/rpy/sample.rpy	40	extend "[what]"
Sample_4cab56ae	aki	进入21比9模式	game/rpy/sample.rpy	43	aki "[what]"
Sample_cbb06db1	aki	退出21比9模式	game/rpy/sample.rpy	55	aki "[what]"
Sample_9c3e6771	aki	111111111111	game/rpy/sample.rpy	58	aki "[what]"
Sample_9c3e6771_1	aki	111111111111	game/rpy/sample.rpy	59	aki "[what]"
Sample_9c3e6771_2	aki	111111111111	game/rpy/sample.rpy	60	aki "[what]"
Sample_9c3e6771_3	aki	111111111111	game/rpy/sample.rpy	61	aki "[what]"
